any;municipi;concepte;sexe;estat;valor
2023;Sant Pere de Ribes;proporció de població de 16 a 64 anys (%);homes;;68,10
2023;Sant Pere de Ribes;proporció de població de 16 a 64 anys (%);dones;;66,30
2023;Sant Pere de Ribes;proporció de població de 16 a 64 anys (%);total;;67,19
2023;Sant Pere de Ribes;proporció de població de 65 anys o més (%);homes;;15,05
2023;Sant Pere de Ribes;proporció de població de 65 anys o més (%);dones;;17,87
2023;Sant Pere de Ribes;proporció de població de 65 anys o més (%);total;;16,48
2023;Sant Pere de Ribes;edat mitjana;homes;;41,39
2023;Sant Pere de Ribes;edat mitjana;dones;;43,01
2023;Sant Pere de Ribes;edat mitjana;total;;42,21
2023;Sant Pere de Ribes;edat mediana;homes;;43,6
2023;Sant Pere de Ribes;edat mediana;dones;;44,8
2023;Sant Pere de Ribes;edat mediana;total;;44,2
2023;Sant Pere de Riudebitlles;proporció sobre la població (%);homes;;50,57
2023;Sant Pere de Riudebitlles;proporció sobre la població (%);dones;;49,43
2023;Sant Pere de Riudebitlles;proporció sobre la població (%);total;;100,00
2023;Sant Pere de Riudebitlles;proporció de població de 0 a 15 anys (%);homes;;17,80
2023;Sant Pere de Riudebitlles;proporció de població de 0 a 15 anys (%);dones;;15,59
2023;Sant Pere de Riudebitlles;proporció de població de 0 a 15 anys (%);total;;16,71
2023;Sant Pere de Riudebitlles;proporció de població de 16 a 64 anys (%);homes;;63,91
2023;Sant Pere de Riudebitlles;proporció de població de 16 a 64 anys (%);dones;;59,64
2023;Sant Pere de Riudebitlles;proporció de població de 16 a 64 anys (%);total;;61,80
2023;Sant Pere de Riudebitlles;proporció de població de 65 anys o més (%);homes;;18,28
2023;Sant Pere de Riudebitlles;proporció de població de 65 anys o més (%);dones;;24,77
2023;Sant Pere de Riudebitlles;proporció de població de 65 anys o més (%);total;;21,49
2023;Sant Pere de Riudebitlles;edat mitjana;homes;;42,49
2023;Sant Pere de Riudebitlles;edat mitjana;dones;;46,07
2023;Sant Pere de Riudebitlles;edat mitjana;total;;44,26
2023;Sant Pere de Riudebitlles;edat mediana;homes;;44,9
2023;Sant Pere de Riudebitlles;edat mediana;dones;;47,0
2023;Sant Pere de Riudebitlles;edat mediana;total;;46,2
2023;Sant Pere de Torelló;proporció sobre la població (%);homes;;51,50
2023;Sant Pere de Torelló;proporció sobre la població (%);dones;;48,50
2023;Sant Pere de Torelló;proporció sobre la població (%);total;;100,00
2023;Sant Pere de Torelló;proporció de població de 0 a 15 anys (%);homes;;17,15
2023;Sant Pere de Torelló;proporció de població de 0 a 15 anys (%);dones;;15,00
2023;Sant Pere de Torelló;proporció de població de 0 a 15 anys (%);total;;16,10
2023;Sant Pere de Torelló;proporció de població de 16 a 64 anys (%);homes;;64,50
2023;Sant Pere de Torelló;proporció de població de 16 a 64 anys (%);dones;;60,14
2023;Sant Pere de Torelló;proporció de població de 16 a 64 anys (%);total;;62,39
2023;Sant Pere de Torelló;proporció de població de 65 anys o més (%);homes;;18,35
2023;Sant Pere de Torelló;proporció de població de 65 anys o més (%);dones;;24,86
2023;Sant Pere de Torelló;proporció de població de 65 anys o més (%);total;;21,51
2023;Sant Pere de Torelló;edat mitjana;homes;;42,56
2023;Sant Pere de Torelló;edat mitjana;dones;;46,42
2023;Sant Pere de Torelló;edat mitjana;total;;44,43
2023;Sant Pere de Torelló;edat mediana;homes;;44,4
2023;Sant Pere de Torelló;edat mediana;dones;;46,6
2023;Sant Pere de Torelló;edat mediana;total;;45,5
2023;Sant Pere de Vilamajor;proporció sobre la població (%);homes;;50,56
2023;Sant Pere de Vilamajor;proporció sobre la població (%);dones;;49,44
2023;Sant Pere de Vilamajor;proporció sobre la població (%);total;;100,00
2023;Sant Pere de Vilamajor;proporció de població de 0 a 15 anys (%);homes;;16,17
2023;Sant Pere de Vilamajor;proporció de població de 0 a 15 anys (%);dones;;15,83
2023;Sant Pere de Vilamajor;proporció de població de 0 a 15 anys (%);total;;16,00
2023;Sant Pere de Vilamajor;proporció de població de 16 a 64 anys (%);homes;;69,49
2023;Sant Pere de Vilamajor;proporció de població de 16 a 64 anys (%);dones;;68,10
2023;Sant Pere de Vilamajor;proporció de població de 16 a 64 anys (%);total;;68,80
2023;Sant Pere de Vilamajor;proporció de població de 65 anys o més (%);homes;;14,34
2023;Sant Pere de Vilamajor;proporció de població de 65 anys o més (%);dones;;16,08
2023;Sant Pere de Vilamajor;proporció de població de 65 anys o més (%);total;;15,20
2023;Sant Pere de Vilamajor;edat mitjana;homes;;41,93
2023;Sant Pere de Vilamajor;edat mitjana;dones;;42,47
2023;Sant Pere de Vilamajor;edat mitjana;total;;42,20
2023;Sant Pere de Vilamajor;edat mediana;homes;;44,7
2023;Sant Pere de Vilamajor;edat mediana;dones;;44,7
2023;Sant Pere de Vilamajor;edat mediana;total;;44,7
2023;Sant Pere Pescador;proporció sobre la població (%);homes;;53,09
2023;Sant Pere Pescador;proporció sobre la població (%);dones;;46,91
2023;Sant Pere Pescador;proporció sobre la població (%);total;;100,00
2023;Sant Pere Pescador;proporció de població de 0 a 15 anys (%);homes;;13,85
2023;Sant Pere Pescador;proporció de població de 0 a 15 anys (%);dones;;19,70
2023;Sant Pere Pescador;proporció de població de 0 a 15 anys (%);total;;16,60
2023;Sant Pere Pescador;proporció de població de 16 a 64 anys (%);homes;;71,76
2023;Sant Pere Pescador;proporció de població de 16 a 64 anys (%);dones;;62,41
2023;Sant Pere Pescador;proporció de població de 16 a 64 anys (%);total;;67,37
2023;Sant Pere Pescador;proporció de població de 65 anys o més (%);homes;;14,39
2023;Sant Pere Pescador;proporció de població de 65 anys o més (%);dones;;17,89
2023;Sant Pere Pescador;proporció de població de 65 anys o més (%);total;;16,03
2023;Sant Pere Pescador;edat mitjana;homes;;42,28
2023;Sant Pere Pescador;edat mitjana;dones;;42,23
2023;Sant Pere Pescador;edat mitjana;total;;42,25
2023;Sant Pere Pescador;edat mediana;homes;;43,9
2023;Sant Pere Pescador;edat mediana;dones;;43,9
2023;Sant Pere Pescador;edat mediana;total;;43,9
2023;Sant Pere Sallavinera;proporció sobre la població (%);homes;;51,85
2023;Sant Pere Sallavinera;proporció sobre la població (%);dones;;48,15
2023;Sant Pere Sallavinera;proporció sobre la població (%);total;;100,00
2023;Sant Pere Sallavinera;proporció de població de 0 a 15 anys (%);homes;;20,24
2023;Sant Pere Sallavinera;proporció de població de 0 a 15 anys (%);dones;;19,23
2023;Sant Pere Sallavinera;proporció de població de 0 a 15 anys (%);total;;19,75
2023;Sant Pere Sallavinera;proporció de població de 16 a 64 anys (%);homes;;55,95
2023;Sant Pere Sallavinera;proporció de població de 16 a 64 anys (%);dones;;48,72
2023;Sant Pere Sallavinera;proporció de població de 16 a 64 anys (%);total;;52,47
2023;Sant Pere Sallavinera;proporció de població de 65 anys o més (%);homes;;23,81
2023;Sant Pere Sallavinera;proporció de població de 65 anys o més (%);dones;;32,05
2023;Sant Pere Sallavinera;proporció de població de 65 anys o més (%);total;;27,78
2023;Sant Pere Sallavinera;edat mitjana;homes;;44,16
2023;Sant Pere Sallavinera;edat mitjana;dones;;47,30
2023;Sant Pere Sallavinera;edat mitjana;total;;45,67
2023;Sant Pere Sallavinera;edat mediana;homes;;45,3
2023;Sant Pere Sallavinera;edat mediana;dones;;47,5
2023;Sant Pere Sallavinera;edat mediana;total;;46,0
2023;Sant Pol de Mar;proporció sobre la població (%);homes;;48,80
2023;Sant Pol de Mar;proporció sobre la població (%);dones;;51,20
2023;Sant Pol de Mar;proporció sobre la població (%);total;;100,00
2023;Sant Pol de Mar;proporció de població de 0 a 15 anys (%);homes;;15,48
2023;Sant Pol de Mar;proporció de població de 0 a 15 anys (%);dones;;13,81
2023;Sant Pol de Mar;proporció de població de 0 a 15 anys (%);total;;14,62
2023;Sant Pol de Mar;proporció de població de 16 a 64 anys (%);homes;;64,10
2023;Sant Pol de Mar;proporció de població de 16 a 64 anys (%);dones;;63,32
2023;Sant Pol de Mar;proporció de població de 16 a 64 anys (%);total;;63,70
2023;Sant Pol de Mar;proporció de població de 65 anys o més (%);homes;;20,42
2023;Sant Pol de Mar;proporció de població de 65 anys o més (%);dones;;22,88
2023;Sant Pol de Mar;proporció de població de 65 anys o més (%);total;;21,68
2023;Sant Pol de Mar;edat mitjana;homes;;43,80
2023;Sant Pol de Mar;edat mitjana;dones;;45,73
2023;Sant Pol de Mar;edat mitjana;total;;44,79
2023;Sant Pol de Mar;edat mediana;homes;;46,2
2023;Sant Pol de Mar;edat mediana;dones;;47,4
2023;Sant Pol de Mar;edat mediana;total;;46,8
2023;Sant Quintí de Mediona;proporció sobre la població (%);homes;;51,10
2023;Sant Quintí de Mediona;proporció sobre la població (%);dones;;48,90
2023;Sant Quintí de Mediona;proporció sobre la població (%);total;;100,00
2023;Sant Quintí de Mediona;proporció de població de 0 a 15 anys (%);homes;;17,75
2023;Sant Quintí de Mediona;proporció de població de 0 a 15 anys (%);dones;;16,93
2023;Sant Quintí de Mediona;proporció de població de 0 a 15 anys (%);total;;17,35
2023;Sant Quintí de Mediona;proporció de població de 16 a 64 anys (%);homes;;66,86
2023;Sant Quintí de Mediona;proporció de població de 16 a 64 anys (%);dones;;62,40
2023;Sant Quintí de Mediona;proporció de població de 16 a 64 anys (%);total;;64,68
2023;Sant Quintí de Mediona;proporció de població de 65 anys o més (%);homes;;15,40
2023;Sant Quintí de Mediona;proporció de població de 65 anys o més (%);dones;;20,66
2023;Sant Quintí de Mediona;proporció de població de 65 anys o més (%);total;;17,97
2023;Sant Quintí de Mediona;edat mitjana;homes;;40,98
2023;Sant Quintí de Mediona;edat mitjana;dones;;43,53
2023;Sant Quintí de Mediona;edat mitjana;total;;42,23
2023;Sant Quintí de Mediona;edat mediana;homes;;42,4
2023;Sant Quintí de Mediona;edat mediana;dones;;44,7
2023;Sant Quintí de Mediona;edat mediana;total;;43,6
2023;Sant Quirze de Besora;proporció sobre la població (%);homes;;48,41
2023;Sant Quirze de Besora;proporció sobre la població (%);dones;;51,59
2023;Sant Quirze de Besora;proporció sobre la població (%);total;;100,00
2023;Sant Quirze de Besora;proporció de població de 0 a 15 anys (%);homes;;13,42
2023;Sant Quirze de Besora;proporció de població de 0 a 15 anys (%);dones;;13,33
2023;Sant Quirze de Besora;proporció de població de 0 a 15 anys (%);total;;13,37
2023;Sant Quirze de Besora;proporció de població de 16 a 64 anys (%);homes;;65,43
2023;Sant Quirze de Besora;proporció de població de 16 a 64 anys (%);dones;;57,90
2023;Sant Quirze de Besora;proporció de població de 16 a 64 anys (%);total;;61,55
2023;Sant Quirze de Besora;proporció de població de 65 anys o més (%);homes;;21,16
2023;Sant Quirze de Besora;proporció de població de 65 anys o més (%);dones;;28,77
2023;Sant Quirze de Besora;proporció de població de 65 anys o més (%);total;;25,08
2023;Sant Quirze de Besora;edat mitjana;homes;;45,14
2023;Sant Quirze de Besora;edat mitjana;dones;;48,35
2023;Sant Quirze de Besora;edat mitjana;total;;46,80
2023;Sant Quirze de Besora;edat mediana;homes;;46,9
2023;Sant Quirze de Besora;edat mediana;dones;;50,2
2023;Sant Quirze de Besora;edat mediana;total;;48,5
2023;Sant Quirze del Vallès;proporció sobre la població (%);homes;;48,94
2023;Sant Quirze del Vallès;proporció sobre la població (%);dones;;51,06
2023;Sant Quirze del Vallès;proporció sobre la població (%);total;;100,00
2023;Sant Quirze del Vallès;proporció de població de 0 a 15 anys (%);homes;;18,18
2023;Sant Quirze del Vallès;proporció de població de 0 a 15 anys (%);dones;;16,40
2023;Sant Quirze del Vallès;proporció de població de 0 a 15 anys (%);total;;17,27
2023;Sant Quirze del Vallès;proporció de població de 16 a 64 anys (%);homes;;65,97
2023;Sant Quirze del Vallès;proporció de població de 16 a 64 anys (%);dones;;65,69
2023;Sant Quirze del Vallès;proporció de població de 16 a 64 anys (%);total;;65,83
2023;Sant Quirze del Vallès;proporció de població de 65 anys o més (%);homes;;15,85
2023;Sant Quirze del Vallès;proporció de població de 65 anys o més (%);dones;;17,91
2023;Sant Quirze del Vallès;proporció de població de 65 anys o més (%);total;;16,90
2023;Sant Quirze del Vallès;edat mitjana;homes;;41,04
2023;Sant Quirze del Vallès;edat mitjana;dones;;42,82
2023;Sant Quirze del Vallès;edat mitjana;total;;41,95
2023;Sant Quirze del Vallès;edat mediana;homes;;43,8
2023;Sant Quirze del Vallès;edat mediana;dones;;45,3
2023;Sant Quirze del Vallès;edat mediana;total;;44,5
2023;Sant Quirze Safaja;proporció sobre la població (%);homes;;53,62
2023;Sant Quirze Safaja;proporció sobre la població (%);dones;;46,38
2023;Sant Quirze Safaja;proporció sobre la població (%);total;;100,00
2023;Sant Quirze Safaja;proporció de població de 0 a 15 anys (%);homes;;12,40
2023;Sant Quirze Safaja;proporció de població de 0 a 15 anys (%);dones;;17,52
2023;Sant Quirze Safaja;proporció de població de 0 a 15 anys (%);total;;14,77
2023;Sant Quirze Safaja;proporció de població de 16 a 64 anys (%);homes;;69,70
2023;Sant Quirze Safaja;proporció de població de 16 a 64 anys (%);dones;;68,15
2023;Sant Quirze Safaja;proporció de població de 16 a 64 anys (%);total;;68,98
2023;Sant Quirze Safaja;proporció de població de 65 anys o més (%);homes;;17,91
2023;Sant Quirze Safaja;proporció de població de 65 anys o més (%);dones;;14,33
2023;Sant Quirze Safaja;proporció de població de 65 anys o més (%);total;;16,25
2023;Sant Quirze Safaja;edat mitjana;homes;;44,84
2023;Sant Quirze Safaja;edat mitjana;dones;;40,36
2023;Sant Quirze Safaja;edat mitjana;total;;42,76
2023;Sant Quirze Safaja;edat mediana;homes;;47,5
2023;Sant Quirze Safaja;edat mediana;dones;;42,0
2023;Sant Quirze Safaja;edat mediana;total;;45,7
2023;Sant Ramon;proporció sobre la població (%);homes;;52,65
2023;Sant Ramon;proporció sobre la població (%);dones;;47,35
2023;Sant Ramon;proporció sobre la població (%);total;;100,00
2023;Sant Ramon;proporció de població de 0 a 15 anys (%);homes;;8,14
2023;Sant Ramon;proporció de població de 0 a 15 anys (%);dones;;10,34
2023;Sant Ramon;proporció de població de 0 a 15 anys (%);total;;9,18
2023;Sant Ramon;proporció de població de 16 a 64 anys (%);homes;;62,79
2023;Sant Ramon;proporció de població de 16 a 64 anys (%);dones;;56,03
2023;Sant Ramon;proporció de població de 16 a 64 anys (%);total;;59,59
2023;Sant Ramon;proporció de població de 65 anys o més (%);homes;;29,07
2023;Sant Ramon;proporció de població de 65 anys o més (%);dones;;33,62
2023;Sant Ramon;proporció de població de 65 anys o més (%);total;;31,22
2023;Sant Ramon;edat mitjana;homes;;51,07
2023;Sant Ramon;edat mitjana;dones;;51,78
2023;Sant Ramon;edat mitjana;total;;51,41
2023;Sant Ramon;edat mediana;homes;;51,0
2023;Sant Ramon;edat mediana;dones;;55,0
2023;Sant Ramon;edat mediana;total;;52,5
2023;Sant Sadurní d'Anoia;proporció sobre la població (%);homes;;49,22
2023;Sant Sadurní d'Anoia;proporció sobre la població (%);dones;;50,78
2023;Sant Sadurní d'Anoia;proporció sobre la població (%);total;;100,00
2023;Sant Sadurní d'Anoia;proporció de població de 0 a 15 anys (%);homes;;17,06
2023;Sant Sadurní d'Anoia;proporció de població de 0 a 15 anys (%);dones;;15,96
2023;Sant Sadurní d'Anoia;proporció de població de 0 a 15 anys (%);total;;16,51
2023;Sant Sadurní d'Anoia;proporció de població de 16 a 64 anys (%);homes;;66,37
2023;Sant Sadurní d'Anoia;proporció de població de 16 a 64 anys (%);dones;;64,22
2023;Sant Sadurní d'Anoia;proporció de població de 16 a 64 anys (%);total;;65,28
2023;Sant Sadurní d'Anoia;proporció de població de 65 anys o més (%);homes;;16,56
2023;Sant Sadurní d'Anoia;proporció de població de 65 anys o més (%);dones;;19,81
2023;Sant Sadurní d'Anoia;proporció de població de 65 anys o més (%);total;;18,21
2023;Sant Sadurní d'Anoia;edat mitjana;homes;;41,93
2023;Sant Sadurní d'Anoia;edat mitjana;dones;;43,96
2023;Sant Sadurní d'Anoia;edat mitjana;total;;42,96
2023;Sant Sadurní d'Anoia;edat mediana;homes;;43,8
2023;Sant Sadurní d'Anoia;edat mediana;dones;;45,2
2023;Sant Sadurní d'Anoia;edat mediana;total;;44,4
2023;Sant Sadurní d'Osormort;proporció sobre la població (%);homes;;59,55
2023;Sant Sadurní d'Osormort;proporció sobre la població (%);dones;;40,45
2023;Sant Sadurní d'Osormort;proporció sobre la població (%);total;;100,00
2023;Sant Sadurní d'Osormort;proporció de població de 0 a 15 anys (%);homes;;11,32
2023;Sant Sadurní d'Osormort;proporció de població de 0 a 15 anys (%);dones;;5,56
2023;Sant Sadurní d'Osormort;proporció de població de 0 a 15 anys (%);total;;8,99
2023;Sant Sadurní d'Osormort;proporció de població de 16 a 64 anys (%);homes;;71,70
2023;Sant Sadurní d'Osormort;proporció de població de 16 a 64 anys (%);dones;;66,67
2023;Sant Sadurní d'Osormort;proporció de població de 16 a 64 anys (%);total;;69,66
2023;Sant Sadurní d'Osormort;proporció de població de 65 anys o més (%);homes;;16,98
2023;Sant Sadurní d'Osormort;proporció de població de 65 anys o més (%);dones;;27,78
2023;Sant Sadurní d'Osormort;proporció de població de 65 anys o més (%);total;;21,35
2023;Sant Sadurní d'Osormort;edat mitjana;homes;;45,42
2023;Sant Sadurní d'Osormort;edat mitjana;dones;;54,52
2023;Sant Sadurní d'Osormort;edat mitjana;total;;49,10
2023;Sant Sadurní d'Osormort;edat mediana;homes;;45,5
2023;Sant Sadurní d'Osormort;edat mediana;dones;;55,5
2023;Sant Sadurní d'Osormort;edat mediana;total;;51,2
2023;Sant Salvador de Guardiola;proporció sobre la població (%);homes;;51,11
2023;Sant Salvador de Guardiola;proporció sobre la població (%);dones;;48,89
2023;Sant Salvador de Guardiola;proporció sobre la població (%);total;;100,00
2023;Sant Salvador de Guardiola;proporció de població de 0 a 15 anys (%);homes;;14,75
2023;Sant Salvador de Guardiola;proporció de població de 0 a 15 anys (%);dones;;15,78
2023;Sant Salvador de Guardiola;proporció de població de 0 a 15 anys (%);total;;15,25
2023;Sant Salvador de Guardiola;proporció de població de 16 a 64 anys (%);homes;;68,78
2023;Sant Salvador de Guardiola;proporció de població de 16 a 64 anys (%);dones;;64,85
2023;Sant Salvador de Guardiola;proporció de població de 16 a 64 anys (%);total;;66,86
2023;Sant Salvador de Guardiola;proporció de població de 65 anys o més (%);homes;;16,47
2023;Sant Salvador de Guardiola;proporció de població de 65 anys o més (%);dones;;19,37
2023;Sant Salvador de Guardiola;proporció de població de 65 anys o més (%);total;;17,88
2023;Sant Salvador de Guardiola;edat mitjana;homes;;42,20
2023;Sant Salvador de Guardiola;edat mitjana;dones;;43,84
2023;Sant Salvador de Guardiola;edat mitjana;total;;43,00
2023;Sant Salvador de Guardiola;edat mediana;homes;;44,8
2023;Sant Salvador de Guardiola;edat mediana;dones;;46,0
2023;Sant Salvador de Guardiola;edat mediana;total;;45,4
2023;Sant Vicenç de Castellet;proporció sobre la població (%);homes;;50,35
2023;Sant Vicenç de Castellet;proporció sobre la població (%);dones;;49,65
2023;Sant Vicenç de Castellet;proporció sobre la població (%);total;;100,00
2023;Sant Vicenç de Castellet;proporció de població de 0 a 15 anys (%);homes;;17,47
2023;Sant Vicenç de Castellet;proporció de població de 0 a 15 anys (%);dones;;15,10
2023;Sant Vicenç de Castellet;proporció de població de 0 a 15 anys (%);total;;16,29
2023;Sant Vicenç de Castellet;proporció de població de 16 a 64 anys (%);homes;;66,07
2023;Sant Vicenç de Castellet;proporció de població de 16 a 64 anys (%);dones;;62,16
2023;Sant Vicenç de Castellet;proporció de població de 16 a 64 anys (%);total;;64,13
2023;Sant Vicenç de Castellet;proporció de població de 65 anys o més (%);homes;;16,46
2023;Sant Vicenç de Castellet;proporció de població de 65 anys o més (%);dones;;22,74
2023;Sant Vicenç de Castellet;proporció de població de 65 anys o més (%);total;;19,58
2023;Sant Vicenç de Castellet;edat mitjana;homes;;41,75
2023;Sant Vicenç de Castellet;edat mitjana;dones;;45,05
2023;Sant Vicenç de Castellet;edat mitjana;total;;43,39
2023;Sant Vicenç de Castellet;edat mediana;homes;;43,5
2023;Sant Vicenç de Castellet;edat mediana;dones;;45,5
2023;Sant Vicenç de Castellet;edat mediana;total;;44,5
2023;Sant Vicenç de Montalt;proporció sobre la població (%);homes;;49,81
2023;Sant Vicenç de Montalt;proporció sobre la població (%);dones;;50,19
2023;Sant Vicenç de Montalt;proporció sobre la població (%);total;;100,00
2023;Sant Vicenç de Montalt;proporció de població de 0 a 15 anys (%);homes;;16,19
2023;Sant Vicenç de Montalt;proporció de població de 0 a 15 anys (%);dones;;14,20
2023;Sant Vicenç de Montalt;proporció de població de 0 a 15 anys (%);total;;15,19
2023;Sant Vicenç de Montalt;proporció de població de 16 a 64 anys (%);homes;;66,45
2023;Sant Vicenç de Montalt;proporció de població de 16 a 64 anys (%);dones;;66,49
2023;Sant Vicenç de Montalt;proporció de població de 16 a 64 anys (%);total;;66,47
2023;Sant Vicenç de Montalt;proporció de població de 65 anys o més (%);homes;;17,36
2023;Sant Vicenç de Montalt;proporció de població de 65 anys o més (%);dones;;19,31
2023;Sant Vicenç de Montalt;proporció de població de 65 anys o més (%);total;;18,34
2023;Sant Vicenç de Montalt;edat mitjana;homes;;42,61
2023;Sant Vicenç de Montalt;edat mitjana;dones;;44,70
2023;Sant Vicenç de Montalt;edat mitjana;total;;43,66
2023;Sant Vicenç de Montalt;edat mediana;homes;;46,0
2023;Sant Vicenç de Montalt;edat mediana;dones;;47,5
2023;Sant Vicenç de Montalt;edat mediana;total;;46,8
2023;Sant Vicenç de Torelló;proporció sobre la població (%);homes;;50,17
2023;Sant Vicenç de Torelló;proporció sobre la població (%);dones;;49,83
2023;Sant Vicenç de Torelló;proporció sobre la població (%);total;;100,00
2023;Sant Vicenç de Torelló;proporció de població de 0 a 15 anys (%);homes;;16,94
2023;Sant Vicenç de Torelló;proporció de població de 0 a 15 anys (%);dones;;13,57
2023;Sant Vicenç de Torelló;proporció de població de 0 a 15 anys (%);total;;15,26
2023;Sant Vicenç de Torelló;proporció de població de 16 a 64 anys (%);homes;;65,26
2023;Sant Vicenç de Torelló;proporció de població de 16 a 64 anys (%);dones;;65,12
2023;Sant Vicenç de Torelló;proporció de població de 16 a 64 anys (%);total;;65,19
2023;Sant Vicenç de Torelló;proporció de població de 65 anys o més (%);homes;;17,81
2023;Sant Vicenç de Torelló;proporció de població de 65 anys o més (%);dones;;21,32
2023;Sant Vicenç de Torelló;proporció de població de 65 anys o més (%);total;;19,56
2023;Sant Vicenç de Torelló;edat mitjana;homes;;43,04
2023;Sant Vicenç de Torelló;edat mitjana;dones;;45,05
2023;Sant Vicenç de Torelló;edat mitjana;total;;44,04
2023;Sant Vicenç de Torelló;edat mediana;homes;;45,2
2023;Sant Vicenç de Torelló;edat mediana;dones;;45,8
2023;Sant Vicenç de Torelló;edat mediana;total;;45,5
2023;Sant Vicenç dels Horts;proporció sobre la població (%);homes;;49,65
2023;Sant Vicenç dels Horts;proporció sobre la població (%);dones;;50,35
2023;Sant Vicenç dels Horts;proporció sobre la població (%);total;;100,00
2023;Sant Vicenç dels Horts;proporció de població de 0 a 15 anys (%);homes;;15,85
2023;Sant Vicenç dels Horts;proporció de població de 0 a 15 anys (%);dones;;14,92
2023;Sant Vicenç dels Horts;proporció de població de 0 a 15 anys (%);total;;15,38
2023;Sant Vicenç dels Horts;proporció de població de 16 a 64 anys (%);homes;;68,37
2023;Sant Vicenç dels Horts;proporció de població de 16 a 64 anys (%);dones;;65,01
2023;Sant Vicenç dels Horts;proporció de població de 16 a 64 anys (%);total;;66,67
2023;Sant Vicenç dels Horts;proporció de població de 65 anys o més (%);homes;;15,78
2023;Sant Vicenç dels Horts;proporció de població de 65 anys o més (%);dones;;20,08
2023;Sant Vicenç dels Horts;proporció de població de 65 anys o més (%);total;;17,94
2023;Sant Vicenç dels Horts;edat mitjana;homes;;41,79
2023;Sant Vicenç dels Horts;edat mitjana;dones;;44,10
2023;Sant Vicenç dels Horts;edat mitjana;total;;42,95
2023;Sant Vicenç dels Horts;edat mediana;homes;;43,5
2023;Sant Vicenç dels Horts;edat mediana;dones;;45,7
2023;Sant Vicenç dels Horts;edat mediana;total;;44,6
2023;Santa Bàrbara;proporció sobre la població (%);homes;;51,13
2023;Santa Bàrbara;proporció sobre la població (%);dones;;48,87
2023;Santa Bàrbara;proporció sobre la població (%);total;;100,00
2023;Santa Bàrbara;proporció de població de 0 a 15 anys (%);homes;;14,92
2023;Santa Bàrbara;proporció de població de 0 a 15 anys (%);dones;;14,85
2023;Santa Bàrbara;proporció de població de 0 a 15 anys (%);total;;14,88
2023;Santa Bàrbara;proporció de població de 16 a 64 anys (%);homes;;64,37
2023;Santa Bàrbara;proporció de població de 16 a 64 anys (%);dones;;60,75
2023;Santa Bàrbara;proporció de població de 16 a 64 anys (%);total;;62,60
2023;Santa Bàrbara;proporció de població de 65 anys o més (%);homes;;20,71
2023;Santa Bàrbara;proporció de població de 65 anys o més (%);dones;;24,40
2023;Santa Bàrbara;proporció de població de 65 anys o més (%);total;;22,51
2023;Santa Bàrbara;edat mitjana;homes;;44,17
2023;Santa Bàrbara;edat mitjana;dones;;45,75
2023;Santa Bàrbara;edat mitjana;total;;44,94
2023;Santa Bàrbara;edat mediana;homes;;45,5
2023;Santa Bàrbara;edat mediana;dones;;46,6
2023;Santa Bàrbara;edat mediana;total;;46,1
2023;Santa Cecília de Voltregà;proporció sobre la població (%);homes;;54,89
2023;Santa Cecília de Voltregà;proporció sobre la població (%);dones;;45,11
2023;Santa Cecília de Voltregà;proporció sobre la població (%);total;;100,00
2023;Santa Cecília de Voltregà;proporció de població de 0 a 15 anys (%);homes;;18,81
2023;Santa Cecília de Voltregà;proporció de població de 0 a 15 anys (%);dones;;19,28
2023;Santa Cecília de Voltregà;proporció de població de 0 a 15 anys (%);total;;19,02
2023;Santa Cecília de Voltregà;proporció de població de 16 a 64 anys (%);homes;;59,41
2023;Santa Cecília de Voltregà;proporció de població de 16 a 64 anys (%);dones;;62,65
2023;Santa Cecília de Voltregà;proporció de població de 16 a 64 anys (%);total;;60,87
2023;Santa Cecília de Voltregà;proporció de població de 65 anys o més (%);homes;;21,78
2023;Santa Cecília de Voltregà;proporció de població de 65 anys o més (%);dones;;18,07
2023;Santa Cecília de Voltregà;proporció de població de 65 anys o més (%);total;;20,11
2023;Santa Cecília de Voltregà;edat mitjana;homes;;42,99
2023;Santa Cecília de Voltregà;edat mitjana;dones;;42,92
2023;Santa Cecília de Voltregà;edat mitjana;total;;42,96
2023;Santa Cecília de Voltregà;edat mediana;homes;;44,4
2023;Santa Cecília de Voltregà;edat mediana;dones;;42,5
2023;Santa Cecília de Voltregà;edat mediana;total;;44,2
2023;Santa Coloma de Cervelló;proporció sobre la població (%);homes;;48,62
2023;Santa Coloma de Cervelló;proporció sobre la població (%);dones;;51,38
2023;Santa Coloma de Cervelló;proporció sobre la població (%);total;;100,00
2023;Santa Coloma de Cervelló;proporció de població de 0 a 15 anys (%);homes;;17,64
2023;Santa Coloma de Cervelló;proporció de població de 0 a 15 anys (%);dones;;16,71
2023;Santa Coloma de Cervelló;proporció de població de 0 a 15 anys (%);total;;17,16
2023;Santa Coloma de Cervelló;proporció de població de 16 a 64 anys (%);homes;;68,63
2023;Santa Coloma de Cervelló;proporció de població de 16 a 64 anys (%);dones;;67,25
2023;Santa Coloma de Cervelló;proporció de població de 16 a 64 anys (%);total;;67,92
2023;Santa Coloma de Cervelló;proporció de població de 65 anys o més (%);homes;;13,73
2023;Santa Coloma de Cervelló;proporció de població de 65 anys o més (%);dones;;16,04
2023;Santa Coloma de Cervelló;proporció de població de 65 anys o més (%);total;;14,92
2023;Santa Coloma de Cervelló;edat mitjana;homes;;40,98
