any;municipi;concepte;estat;valor
2021;Bellmunt d'Urgell;treballadors de baixa qualificació (%);..;null
2021;Bellmunt d'Urgell;població amb estudis baixos (%);b;9,1
2021;Bellmunt d'Urgell;població jove sense estudis postobligatoris (%);..;null
2021;Bellmunt d'Urgell;estrangers de països de renda baixa o mitjana (%);b;1,6
2021;Bellmunt d'Urgell;renda mitjana per persona (€);;14213
2021;Bellmunt del Priorat;població ocupada (%);;64,4
2021;Bellmunt del Priorat;treballadors de baixa qualificació (%);..;null
2021;Bellmunt del Priorat;població amb estudis baixos (%);b;17,3
2021;Bellmunt del Priorat;població jove sense estudis postobligatoris (%);..;null
2021;Bellmunt del Priorat;estrangers de països de renda baixa o mitjana (%);b;13,8
2021;Bellmunt del Priorat;renda mitjana per persona (€);;12206
2021;Bellprat;població ocupada (%);;74,4
2021;Bellprat;treballadors de baixa qualificació (%);..;null
2021;Bellprat;població amb estudis baixos (%);b;22,7
2021;Bellprat;població jove sense estudis postobligatoris (%);..;null
2021;Bellprat;estrangers de països de renda baixa o mitjana (%);b;0,0
2021;Bellprat;renda mitjana per persona (€);;16922
2021;Bellpuig;població ocupada (%);;65,0
2021;Bellpuig;treballadors de baixa qualificació (%);;20,5
2021;Bellpuig;població amb estudis baixos (%);b;20,5
2021;Bellpuig;població jove sense estudis postobligatoris (%);b;30,8
2021;Bellpuig;estrangers de països de renda baixa o mitjana (%);b;21,6
2021;Bellpuig;renda mitjana per persona (€);;12147
2021;Bellvei;població ocupada (%);;61,1
2021;Bellvei;treballadors de baixa qualificació (%);;13,7
2021;Bellvei;població amb estudis baixos (%);b;16,6
2021;Bellvei;població jove sense estudis postobligatoris (%);b;40,8
2021;Bellvei;estrangers de països de renda baixa o mitjana (%);b;9,2
2021;Bellvei;renda mitjana per persona (€);;11877
2021;Bellver de Cerdanya;població ocupada (%);;73,1
2021;Bellver de Cerdanya;treballadors de baixa qualificació (%);;9,5
2021;Bellver de Cerdanya;població amb estudis baixos (%);b;13,1
2021;Bellver de Cerdanya;població jove sense estudis postobligatoris (%);b;16,7
2021;Bellver de Cerdanya;estrangers de països de renda baixa o mitjana (%);b;4,3
2021;Bellver de Cerdanya;renda mitjana per persona (€);;16366
2021;Bellvís;població ocupada (%);;71,4
2021;Bellvís;treballadors de baixa qualificació (%);;15,5
2021;Bellvís;població amb estudis baixos (%);b;23,9
2021;Bellvís;població jove sense estudis postobligatoris (%);b;36,1
2021;Bellvís;estrangers de països de renda baixa o mitjana (%);b;19,3
2021;Bellvís;renda mitjana per persona (€);;13264
2021;Benavent de Segrià;població ocupada (%);;73,8
2021;Benavent de Segrià;treballadors de baixa qualificació (%);;10,9
2021;Benavent de Segrià;població amb estudis baixos (%);b;8,7
2021;Benavent de Segrià;població jove sense estudis postobligatoris (%);b;24,6
2021;Benavent de Segrià;estrangers de països de renda baixa o mitjana (%);b;9,7
2021;Benavent de Segrià;renda mitjana per persona (€);;14535
2021;Benifallet;població ocupada (%);;63,7
2021;Benifallet;treballadors de baixa qualificació (%);..;null
2021;Benifallet;població amb estudis baixos (%);b;27,2
2021;Benifallet;població jove sense estudis postobligatoris (%);b;26,3
2021;Benifallet;estrangers de països de renda baixa o mitjana (%);b;3,7
2021;Benifallet;renda mitjana per persona (€);;12154
2021;Benissanet;població ocupada (%);;66,7
2021;Benissanet;treballadors de baixa qualificació (%);;17,5
2021;Benissanet;població amb estudis baixos (%);b;20,9
2021;Benissanet;població jove sense estudis postobligatoris (%);b;33,7
2021;Benissanet;estrangers de països de renda baixa o mitjana (%);b;17,4
2021;Benissanet;renda mitjana per persona (€);;12035
2021;Berga;població ocupada (%);;60,9
2021;Berga;treballadors de baixa qualificació (%);;15,3
2021;Berga;població amb estudis baixos (%);b;14,6
2021;Berga;població jove sense estudis postobligatoris (%);b;30,9
2021;Berga;estrangers de països de renda baixa o mitjana (%);b;13,1
2021;Berga;renda mitjana per persona (€);;14035
2021;Besalú;població ocupada (%);;73,2
2021;Besalú;treballadors de baixa qualificació (%);;13,5
2021;Besalú;població amb estudis baixos (%);b;27,0
2021;Besalú;població jove sense estudis postobligatoris (%);b;26,5
2021;Besalú;estrangers de països de renda baixa o mitjana (%);b;10,8
2021;Besalú;renda mitjana per persona (€);;14484
2021;Bescanó;població ocupada (%);;76,9
2021;Bescanó;treballadors de baixa qualificació (%);;9,0
2021;Bescanó;població amb estudis baixos (%);b;11,3
2021;Bescanó;població jove sense estudis postobligatoris (%);b;22,2
2021;Bescanó;estrangers de països de renda baixa o mitjana (%);b;3,7
2021;Bescanó;renda mitjana per persona (€);;15096
2021;Beuda;població ocupada (%);;65,1
2021;Beuda;treballadors de baixa qualificació (%);..;null
2021;Beuda;població amb estudis baixos (%);b;3,4
2021;Beuda;població jove sense estudis postobligatoris (%);..;null
2021;Beuda;estrangers de països de renda baixa o mitjana (%);b;4,2
2021;Beuda;renda mitjana per persona (€);;12379
2021;Bigues i Riells del Fai;població ocupada (%);;72,0
2021;Bigues i Riells del Fai;treballadors de baixa qualificació (%);;12,8
2021;Bigues i Riells del Fai;població amb estudis baixos (%);b;11,0
2021;Bigues i Riells del Fai;població jove sense estudis postobligatoris (%);b;24,9
2021;Bigues i Riells del Fai;estrangers de països de renda baixa o mitjana (%);b;2,8
2021;Bigues i Riells del Fai;renda mitjana per persona (€);;15453
2021;Biosca;població ocupada (%);;70,6
2021;Biosca;treballadors de baixa qualificació (%);..;null
2021;Biosca;població amb estudis baixos (%);b;17,3
2021;Biosca;població jove sense estudis postobligatoris (%);..;null
2021;Biosca;estrangers de països de renda baixa o mitjana (%);b;3,4
2021;Biosca;renda mitjana per persona (€);;13464
2021;Bisbal d'Empordà, la;població ocupada (%);;64,0
2021;Bisbal d'Empordà, la;treballadors de baixa qualificació (%);;19,2
2021;Bisbal d'Empordà, la;població amb estudis baixos (%);b;21,2
2021;Bisbal d'Empordà, la;població jove sense estudis postobligatoris (%);b;36,8
2021;Bisbal d'Empordà, la;estrangers de països de renda baixa o mitjana (%);b;18,4
2021;Bisbal d'Empordà, la;renda mitjana per persona (€);;12119
2021;Bisbal de Falset, la;població ocupada (%);;68,5
2021;Bisbal de Falset, la;treballadors de baixa qualificació (%);..;null
2021;Bisbal de Falset, la;població amb estudis baixos (%);b;17,2
2021;Bisbal de Falset, la;població jove sense estudis postobligatoris (%);..;null
2021;Bisbal de Falset, la;estrangers de països de renda baixa o mitjana (%);b;11,4
2021;Bisbal de Falset, la;renda mitjana per persona (€);;10517
2021;Bisbal del Penedès, la;població ocupada (%);;61,4
2021;Bisbal del Penedès, la;treballadors de baixa qualificació (%);;18,5
2021;Bisbal del Penedès, la;població amb estudis baixos (%);b;15,8
2021;Bisbal del Penedès, la;població jove sense estudis postobligatoris (%);b;42,9
2021;Bisbal del Penedès, la;estrangers de països de renda baixa o mitjana (%);b;4,4
2021;Bisbal del Penedès, la;renda mitjana per persona (€);;12075
2021;Biure;població ocupada (%);;66,7
2021;Biure;treballadors de baixa qualificació (%);..;null
2021;Biure;població amb estudis baixos (%);b;8,2
2021;Biure;població jove sense estudis postobligatoris (%);..;null
2021;Biure;estrangers de països de renda baixa o mitjana (%);b;3,7
2021;Biure;renda mitjana per persona (€);;13451
2021;Blancafort;població ocupada (%);;78,1
2021;Blancafort;treballadors de baixa qualificació (%);..;null
2021;Blancafort;població amb estudis baixos (%);b;6,6
2021;Blancafort;població jove sense estudis postobligatoris (%);..;null
2021;Blancafort;estrangers de països de renda baixa o mitjana (%);b;5,8
2021;Blancafort;renda mitjana per persona (€);;14035
2021;Blanes;població ocupada (%);;59,0
2021;Blanes;treballadors de baixa qualificació (%);;16,2
2021;Blanes;població amb estudis baixos (%);b;16,5
2021;Blanes;població jove sense estudis postobligatoris (%);b;34,6
2021;Blanes;estrangers de països de renda baixa o mitjana (%);b;12,8
2021;Blanes;renda mitjana per persona (€);;12476
2021;Boadella i les Escaules;població ocupada (%);;67,1
2021;Boadella i les Escaules;treballadors de baixa qualificació (%);..;null
2021;Boadella i les Escaules;població amb estudis baixos (%);b;7,9
2021;Boadella i les Escaules;població jove sense estudis postobligatoris (%);..;null
2021;Boadella i les Escaules;estrangers de països de renda baixa o mitjana (%);b;1,5
2021;Boadella i les Escaules;renda mitjana per persona (€);;14112
2021;Bolvir;població ocupada (%);;74,1
2021;Bolvir;treballadors de baixa qualificació (%);..;null
2021;Bolvir;població amb estudis baixos (%);b;8,2
2021;Bolvir;població jove sense estudis postobligatoris (%);..;null
2021;Bolvir;estrangers de països de renda baixa o mitjana (%);b;4,1
2021;Bolvir;renda mitjana per persona (€);;23036
2021;Bonastre;població ocupada (%);;56,5
2021;Bonastre;treballadors de baixa qualificació (%);..;null
2021;Bonastre;població amb estudis baixos (%);b;12,5
2021;Bonastre;població jove sense estudis postobligatoris (%);b;40,7
2021;Bonastre;estrangers de països de renda baixa o mitjana (%);b;10,7
2021;Bonastre;renda mitjana per persona (€);;11336
2021;Bòrdes, Es;població ocupada (%);;64,7
2021;Bòrdes, Es;treballadors de baixa qualificació (%);..;null
2021;Bòrdes, Es;població amb estudis baixos (%);b;6,6
2021;Bòrdes, Es;població jove sense estudis postobligatoris (%);..;null
2021;Bòrdes, Es;estrangers de països de renda baixa o mitjana (%);b;3,2
2021;Bòrdes, Es;renda mitjana per persona (€);;16608
2021;Bordils;població ocupada (%);;69,9
2021;Bordils;treballadors de baixa qualificació (%);;13,0
2021;Bordils;població amb estudis baixos (%);b;14,9
2021;Bordils;població jove sense estudis postobligatoris (%);b;23,0
2021;Bordils;estrangers de països de renda baixa o mitjana (%);b;16,2
2021;Bordils;renda mitjana per persona (€);;15335
2021;Borges Blanques, les;població ocupada (%);;67,0
2021;Borges Blanques, les;treballadors de baixa qualificació (%);;15,9
2021;Borges Blanques, les;població amb estudis baixos (%);b;17,6
2021;Borges Blanques, les;població jove sense estudis postobligatoris (%);b;29,5
2021;Borges Blanques, les;estrangers de països de renda baixa o mitjana (%);b;14,3
2021;Borges Blanques, les;renda mitjana per persona (€);;12547
2021;Borges del Camp, les;població ocupada (%);;68,2
2021;Borges del Camp, les;treballadors de baixa qualificació (%);;15,3
2021;Borges del Camp, les;població amb estudis baixos (%);b;16,2
2021;Borges del Camp, les;població jove sense estudis postobligatoris (%);b;27,6
2021;Borges del Camp, les;estrangers de països de renda baixa o mitjana (%);b;11,7
2021;Borges del Camp, les;renda mitjana per persona (€);;12830
2021;Borrassà;població ocupada (%);;78,2
2021;Borrassà;treballadors de baixa qualificació (%);..;null
2021;Borrassà;població amb estudis baixos (%);b;5,1
2021;Borrassà;població jove sense estudis postobligatoris (%);b;20,7
2021;Borrassà;estrangers de països de renda baixa o mitjana (%);b;2,9
2021;Borrassà;renda mitjana per persona (€);;16328
2021;Borredà;població ocupada (%);;66,9
2021;Borredà;treballadors de baixa qualificació (%);..;null
2021;Borredà;població amb estudis baixos (%);b;18,2
2021;Borredà;població jove sense estudis postobligatoris (%);..;null
2021;Borredà;estrangers de països de renda baixa o mitjana (%);b;7,9
2021;Borredà;renda mitjana per persona (€);;13807
2021;Bossòst;població ocupada (%);;60,9
2021;Bossòst;treballadors de baixa qualificació (%);;8,0
2021;Bossòst;població amb estudis baixos (%);b;13,6
2021;Bossòst;població jove sense estudis postobligatoris (%);b;33,3
2021;Bossòst;estrangers de països de renda baixa o mitjana (%);b;10,6
2021;Bossòst;renda mitjana per persona (€);;14019
2021;Bot;població ocupada (%);;68,0
2021;Bot;treballadors de baixa qualificació (%);..;null
2021;Bot;població amb estudis baixos (%);b;27,7
2021;Bot;població jove sense estudis postobligatoris (%);b;31,3
2021;Bot;estrangers de països de renda baixa o mitjana (%);b;8,0
2021;Bot;renda mitjana per persona (€);;11476
2021;Botarell;població ocupada (%);;69,2
2021;Botarell;treballadors de baixa qualificació (%);;13,8
2021;Botarell;població amb estudis baixos (%);b;9,9
2021;Botarell;població jove sense estudis postobligatoris (%);b;23,9
2021;Botarell;estrangers de països de renda baixa o mitjana (%);b;6,4
2021;Botarell;renda mitjana per persona (€);;13985
2021;Bovera;població ocupada (%);;62,9
2021;Bovera;treballadors de baixa qualificació (%);..;null
2021;Bovera;població amb estudis baixos (%);b;43,3
2021;Bovera;població jove sense estudis postobligatoris (%);..;null
2021;Bovera;estrangers de països de renda baixa o mitjana (%);b;8,5
2021;Bovera;renda mitjana per persona (€);;9120
2021;Bràfim;població ocupada (%);;69,7
2021;Bràfim;treballadors de baixa qualificació (%);..;null
2021;Bràfim;població amb estudis baixos (%);b;17,0
2021;Bràfim;població jove sense estudis postobligatoris (%);b;28,2
2021;Bràfim;estrangers de països de renda baixa o mitjana (%);b;14,9
2021;Bràfim;renda mitjana per persona (€);;13362
2021;Breda;població ocupada (%);;69,9
2021;Breda;treballadors de baixa qualificació (%);;16,8
2021;Breda;població amb estudis baixos (%);b;17,1
2021;Breda;població jove sense estudis postobligatoris (%);b;25,1
2021;Breda;estrangers de països de renda baixa o mitjana (%);b;9,0
2021;Breda;renda mitjana per persona (€);;13952
2021;Bruc, el;població ocupada (%);;74,8
2021;Bruc, el;treballadors de baixa qualificació (%);;9,0
2021;Bruc, el;població amb estudis baixos (%);b;9,6
2021;Bruc, el;població jove sense estudis postobligatoris (%);b;19,1
2021;Bruc, el;estrangers de països de renda baixa o mitjana (%);b;3,3
2021;Bruc, el;renda mitjana per persona (€);;16079
2021;Brull, el;població ocupada (%);;74,5
2021;Brull, el;treballadors de baixa qualificació (%);..;null
2021;Brull, el;població amb estudis baixos (%);b;6,3
2021;Brull, el;població jove sense estudis postobligatoris (%);..;null
2021;Brull, el;estrangers de països de renda baixa o mitjana (%);b;4,0
2021;Brull, el;renda mitjana per persona (€);;19367
2021;Brunyola i Sant Martí Sapresa;població ocupada (%);;71,6
2021;Brunyola i Sant Martí Sapresa;treballadors de baixa qualificació (%);..;null
2021;Brunyola i Sant Martí Sapresa;població amb estudis baixos (%);b;12,7
2021;Brunyola i Sant Martí Sapresa;població jove sense estudis postobligatoris (%);..;null
2021;Brunyola i Sant Martí Sapresa;estrangers de països de renda baixa o mitjana (%);b;5,1
2021;Brunyola i Sant Martí Sapresa;renda mitjana per persona (€);;17631
2021;Cabacés;població ocupada (%);;62,8
2021;Cabacés;treballadors de baixa qualificació (%);..;null
2021;Cabacés;població amb estudis baixos (%);b;11,2
2021;Cabacés;població jove sense estudis postobligatoris (%);..;null
2021;Cabacés;estrangers de països de renda baixa o mitjana (%);b;5,5
2021;Cabacés;renda mitjana per persona (€);;11161
2021;Cabanabona;població ocupada (%);;77,0
2021;Cabanabona;treballadors de baixa qualificació (%);..;null
2021;Cabanabona;població amb estudis baixos (%);b;22,4
2021;Cabanabona;població jove sense estudis postobligatoris (%);..;null
2021;Cabanabona;estrangers de països de renda baixa o mitjana (%);b;0,0
2021;Cabanabona;renda mitjana per persona (€);;15150
2021;Cabanelles;població ocupada (%);;56,1
2021;Cabanelles;treballadors de baixa qualificació (%);..;null
2021;Cabanelles;població amb estudis baixos (%);b;11,5
2021;Cabanelles;població jove sense estudis postobligatoris (%);..;null
2021;Cabanelles;estrangers de països de renda baixa o mitjana (%);b;9,1
2021;Cabanelles;renda mitjana per persona (€);;10033
2021;Cabanes;població ocupada (%);;65,8
2021;Cabanes;treballadors de baixa qualificació (%);..;null
2021;Cabanes;població amb estudis baixos (%);b;10,0
2021;Cabanes;població jove sense estudis postobligatoris (%);b;36,8
2021;Cabanes;estrangers de països de renda baixa o mitjana (%);b;13,1
2021;Cabanes;renda mitjana per persona (€);;12202
2021;Cabanyes, les;població ocupada (%);;73,8
2021;Cabanyes, les;treballadors de baixa qualificació (%);;6,7
2021;Cabanyes, les;població amb estudis baixos (%);b;10,8
2021;Cabanyes, les;població jove sense estudis postobligatoris (%);b;13,1
2021;Cabanyes, les;estrangers de països de renda baixa o mitjana (%);b;2,7
2021;Cabanyes, les;renda mitjana per persona (€);;16451
2021;Cabó;població ocupada (%);;66,2
2021;Cabó;treballadors de baixa qualificació (%);..;null
2021;Cabó;població amb estudis baixos (%);b;9,2
2021;Cabó;població jove sense estudis postobligatoris (%);..;null
2021;Cabó;estrangers de països de renda baixa o mitjana (%);b;4,1
2021;Cabó;renda mitjana per persona (€);;15150
2021;Cabra del Camp;població ocupada (%);;61,3
2021;Cabra del Camp;treballadors de baixa qualificació (%);;16,0
2021;Cabra del Camp;població amb estudis baixos (%);b;15,2
2021;Cabra del Camp;població jove sense estudis postobligatoris (%);b;35,3
2021;Cabra del Camp;estrangers de països de renda baixa o mitjana (%);b;9,7
2021;Cabra del Camp;renda mitjana per persona (€);;12233
2021;Cabrera d'Anoia;població ocupada (%);;61,0
2021;Cabrera d'Anoia;treballadors de baixa qualificació (%);;12,9
2021;Cabrera d'Anoia;població amb estudis baixos (%);b;8,7
2021;Cabrera d'Anoia;població jove sense estudis postobligatoris (%);b;34,6
2021;Cabrera d'Anoia;estrangers de països de renda baixa o mitjana (%);b;5,1
2021;Cabrera d'Anoia;renda mitjana per persona (€);;12856
2021;Cabrera de Mar;població ocupada (%);;71,8
2021;Cabrera de Mar;treballadors de baixa qualificació (%);;5,5
2021;Cabrera de Mar;població amb estudis baixos (%);b;7,7
2021;Cabrera de Mar;població jove sense estudis postobligatoris (%);b;8,2
2021;Cabrera de Mar;estrangers de països de renda baixa o mitjana (%);b;3,6
2021;Cabrera de Mar;renda mitjana per persona (€);;20140
2021;Cabrils;població ocupada (%);;68,5
2021;Cabrils;treballadors de baixa qualificació (%);;5,1
2021;Cabrils;població amb estudis baixos (%);b;6,8
2021;Cabrils;població jove sense estudis postobligatoris (%);b;12,1
2021;Cabrils;estrangers de països de renda baixa o mitjana (%);b;6,8
2021;Cabrils;renda mitjana per persona (€);;20379
2021;Cadaqués;població ocupada (%);;64,6
2021;Cadaqués;treballadors de baixa qualificació (%);;13,5
2021;Cadaqués;població amb estudis baixos (%);b;17,9
2021;Cadaqués;població jove sense estudis postobligatoris (%);b;37,6
2021;Cadaqués;estrangers de països de renda baixa o mitjana (%);b;13,8
2021;Cadaqués;renda mitjana per persona (€);;13548
2021;Calaf;població ocupada (%);;64,5
2021;Calaf;treballadors de baixa qualificació (%);;16,4
2021;Calaf;població amb estudis baixos (%);b;18,3
2021;Calaf;població jove sense estudis postobligatoris (%);b;34,1
2021;Calaf;estrangers de països de renda baixa o mitjana (%);b;21,0
2021;Calaf;renda mitjana per persona (€);;12576
2021;Calafell;població ocupada (%);;57,7
2021;Calafell;treballadors de baixa qualificació (%);;13,5
2021;Calafell;població amb estudis baixos (%);b;15,1
2021;Calafell;població jove sense estudis postobligatoris (%);b;32,9
2021;Calafell;estrangers de països de renda baixa o mitjana (%);b;13,8
2021;Calafell;renda mitjana per persona (€);;12757
2021;Calders;població ocupada (%);;74,0
2021;Calders;treballadors de baixa qualificació (%);;8,3
2021;Calders;població amb estudis baixos (%);b;10,4
2021;Calders;població jove sense estudis postobligatoris (%);b;17,8
2021;Calders;estrangers de països de renda baixa o mitjana (%);b;2,5
2021;Calders;renda mitjana per persona (€);;15867
2021;Caldes d'Estrac;població ocupada (%);;65,2
2021;Caldes d'Estrac;treballadors de baixa qualificació (%);;7,0
2021;Caldes d'Estrac;població amb estudis baixos (%);b;10,7
2021;Caldes d'Estrac;població jove sense estudis postobligatoris (%);b;23,4
2021;Caldes d'Estrac;estrangers de països de renda baixa o mitjana (%);b;9,5
2021;Caldes d'Estrac;renda mitjana per persona (€);;16555
2021;Caldes de Malavella;població ocupada (%);;69,4
2021;Caldes de Malavella;treballadors de baixa qualificació (%);;12,0
2021;Caldes de Malavella;població amb estudis baixos (%);b;13,6
2021;Caldes de Malavella;població jove sense estudis postobligatoris (%);b;33,3
2021;Caldes de Malavella;estrangers de països de renda baixa o mitjana (%);b;6,5
2021;Caldes de Malavella;renda mitjana per persona (€);;14058
2021;Caldes de Montbui;població ocupada (%);;71,0
2021;Caldes de Montbui;treballadors de baixa qualificació (%);;12,9
2021;Caldes de Montbui;població amb estudis baixos (%);b;12,0
2021;Caldes de Montbui;població jove sense estudis postobligatoris (%);b;21,5
2021;Caldes de Montbui;estrangers de països de renda baixa o mitjana (%);b;6,6
2021;Caldes de Montbui;renda mitjana per persona (€);;15414
2021;Calella;població ocupada (%);;58,8
2021;Calella;treballadors de baixa qualificació (%);;11,6
2021;Calella;població amb estudis baixos (%);b;16,6
2021;Calella;població jove sense estudis postobligatoris (%);b;30,9
2021;Calella;estrangers de països de renda baixa o mitjana (%);b;14,4
2021;Calella;renda mitjana per persona (€);;12196
2021;Calldetenes;població ocupada (%);;76,9
2021;Calldetenes;treballadors de baixa qualificació (%);;12,2
2021;Calldetenes;població amb estudis baixos (%);b;15,0
2021;Calldetenes;població jove sense estudis postobligatoris (%);b;25,2
2021;Calldetenes;estrangers de països de renda baixa o mitjana (%);b;4,8
2021;Calldetenes;renda mitjana per persona (€);;15488
2021;Callús;població ocupada (%);;71,0
2021;Callús;treballadors de baixa qualificació (%);;11,0
2021;Callús;població amb estudis baixos (%);b;14,5
2021;Callús;població jove sense estudis postobligatoris (%);b;31,5
2021;Callús;estrangers de països de renda baixa o mitjana (%);b;8,6
2021;Callús;renda mitjana per persona (€);;14174
2021;Calonge de Segarra;població ocupada (%);;74,8
2021;Calonge de Segarra;treballadors de baixa qualificació (%);..;null
2021;Calonge de Segarra;població amb estudis baixos (%);b;18,7
2021;Calonge de Segarra;població jove sense estudis postobligatoris (%);..;null
2021;Calonge de Segarra;estrangers de països de renda baixa o mitjana (%);b;2,1
2021;Calonge de Segarra;renda mitjana per persona (€);;13051
2021;Calonge i Sant Antoni;població ocupada (%);;62,7
2021;Calonge i Sant Antoni;treballadors de baixa qualificació (%);;11,7
2021;Calonge i Sant Antoni;població amb estudis baixos (%);b;15,9
2021;Calonge i Sant Antoni;població jove sense estudis postobligatoris (%);b;31,1
2021;Calonge i Sant Antoni;estrangers de països de renda baixa o mitjana (%);b;13,4
2021;Calonge i Sant Antoni;renda mitjana per persona (€);;13612
2021;Camarasa;població ocupada (%);;76,8
2021;Camarasa;treballadors de baixa qualificació (%);..;null
2021;Camarasa;població amb estudis baixos (%);b;19,5
2021;Camarasa;població jove sense estudis postobligatoris (%);b;23,2
2021;Camarasa;estrangers de països de renda baixa o mitjana (%);b;3,3
2021;Camarasa;renda mitjana per persona (€);;15855
2021;Camarles;població ocupada (%);;66,5
2021;Camarles;treballadors de baixa qualificació (%);;18,3
2021;Camarles;població amb estudis baixos (%);b;23,9
2021;Camarles;població jove sense estudis postobligatoris (%);b;32,8
2021;Camarles;estrangers de països de renda baixa o mitjana (%);b;11,1
2021;Camarles;renda mitjana per persona (€);;11144
2021;Cambrils;població ocupada (%);;60,9
2021;Cambrils;treballadors de baixa qualificació (%);;8,3
2021;Cambrils;població amb estudis baixos (%);b;13,0
2021;Cambrils;població jove sense estudis postobligatoris (%);b;26,5
2021;Cambrils;estrangers de països de renda baixa o mitjana (%);b;13,6
2021;Cambrils;renda mitjana per persona (€);;14012
2021;Camós;població ocupada (%);;75,9
2021;Camós;treballadors de baixa qualificació (%);..;null
2021;Camós;població amb estudis baixos (%);b;14,7
2021;Camós;població jove sense estudis postobligatoris (%);b;18,3
2021;Camós;estrangers de països de renda baixa o mitjana (%);b;2,1
2021;Camós;renda mitjana per persona (€);;16350
2021;Campdevànol;població ocupada (%);;72,3
2021;Campdevànol;treballadors de baixa qualificació (%);;15,7
2021;Campdevànol;població amb estudis baixos (%);b;18,2
2021;Campdevànol;població jove sense estudis postobligatoris (%);b;25,2
2021;Campdevànol;estrangers de països de renda baixa o mitjana (%);b;3,8
2021;Campdevànol;renda mitjana per persona (€);;15371
2021;Campelles;població ocupada (%);;70,4
2021;Campelles;treballadors de baixa qualificació (%);..;null
2021;Campelles;població amb estudis baixos (%);b;4,0
2021;Campelles;població jove sense estudis postobligatoris (%);..;null
2021;Campelles;estrangers de països de renda baixa o mitjana (%);b;3,4
2021;Campelles;renda mitjana per persona (€);;16470
2021;Campins;població ocupada (%);;68,2
2021;Campins;treballadors de baixa qualificació (%);..;null
2021;Campins;població amb estudis baixos (%);b;6,1
2021;Campins;població jove sense estudis postobligatoris (%);b;14,5
2021;Campins;estrangers de països de renda baixa o mitjana (%);b;3,3
2021;Campins;renda mitjana per persona (€);;17124
2021;Campllong;població ocupada (%);;79,4
2021;Campllong;treballadors de baixa qualificació (%);..;null
2021;Campllong;població amb estudis baixos (%);b;8,9
2021;Campllong;població jove sense estudis postobligatoris (%);b;20,0
2021;Campllong;estrangers de països de renda baixa o mitjana (%);b;1,7
2021;Campllong;renda mitjana per persona (€);;17279
2021;Camprodon;població ocupada (%);;66,8
2021;Camprodon;treballadors de baixa qualificació (%);;10,7
2021;Camprodon;població amb estudis baixos (%);b;15,7
2021;Camprodon;població jove sense estudis postobligatoris (%);b;17,4
2021;Camprodon;estrangers de països de renda baixa o mitjana (%);b;10,6
2021;Camprodon;renda mitjana per persona (€);;16353
2021;Canejan;població ocupada (%);;54,3
2021;Canejan;treballadors de baixa qualificació (%);..;null
2021;Canejan;població amb estudis baixos (%);b;22,2
2021;Canejan;població jove sense estudis postobligatoris (%);..;null
2021;Canejan;estrangers de països de renda baixa o mitjana (%);b;2,2
2021;Canejan;renda mitjana per persona (€);;15150
2021;Canet d'Adri;població ocupada (%);;72,1
2021;Canet d'Adri;treballadors de baixa qualificació (%);..;null
2021;Canet d'Adri;població amb estudis baixos (%);b;8,4
2021;Canet d'Adri;població jove sense estudis postobligatoris (%);b;16,3
2021;Canet d'Adri;estrangers de països de renda baixa o mitjana (%);b;3,3
2021;Canet d'Adri;renda mitjana per persona (€);;16774
2021;Canet de Mar;població ocupada (%);;65,2
2021;Canet de Mar;treballadors de baixa qualificació (%);;9,9
2021;Canet de Mar;població amb estudis baixos (%);b;16,1
2021;Canet de Mar;població jove sense estudis postobligatoris (%);b;24,4
2021;Canet de Mar;estrangers de països de renda baixa o mitjana (%);b;6,5
2021;Canet de Mar;renda mitjana per persona (€);;14177
2021;Canonja, la;població ocupada (%);;68,3
2021;Canonja, la;treballadors de baixa qualificació (%);;13,3
2021;Canonja, la;població amb estudis baixos (%);b;14,1
2021;Canonja, la;població jove sense estudis postobligatoris (%);b;27,0
2021;Canonja, la;estrangers de països de renda baixa o mitjana (%);b;6,3
2021;Canonja, la;renda mitjana per persona (€);;12895
2021;Canovelles;població ocupada (%);;59,2
2021;Canovelles;treballadors de baixa qualificació (%);;23,0
2021;Canovelles;població amb estudis baixos (%);b;23,2
2021;Canovelles;població jove sense estudis postobligatoris (%);b;44,9
2021;Canovelles;estrangers de països de renda baixa o mitjana (%);b;18,2
2021;Canovelles;renda mitjana per persona (€);;11592
2021;Cànoves i Samalús;població ocupada (%);;71,0
2021;Cànoves i Samalús;treballadors de baixa qualificació (%);;12,0
2021;Cànoves i Samalús;població amb estudis baixos (%);b;11,3
2021;Cànoves i Samalús;població jove sense estudis postobligatoris (%);b;21,9
2021;Cànoves i Samalús;estrangers de països de renda baixa o mitjana (%);b;2,0
2021;Cànoves i Samalús;renda mitjana per persona (€);;14885
2021;Cantallops;població ocupada (%);;68,0
2021;Cantallops;treballadors de baixa qualificació (%);..;null
2021;Cantallops;població amb estudis baixos (%);b;12,3
2021;Cantallops;població jove sense estudis postobligatoris (%);..;null
2021;Cantallops;estrangers de països de renda baixa o mitjana (%);b;8,6
2021;Cantallops;renda mitjana per persona (€);;12948
2021;Canyelles;població ocupada (%);;68,3
2021;Canyelles;treballadors de baixa qualificació (%);;10,8
2021;Canyelles;població amb estudis baixos (%);b;11,0
2021;Canyelles;població jove sense estudis postobligatoris (%);b;30,1
2021;Canyelles;estrangers de països de renda baixa o mitjana (%);b;3,7
2021;Canyelles;renda mitjana per persona (€);;14345
2021;Capafonts;població ocupada (%);;72,8
